"Zone","DateTime","Temperature","Humidity","Wind.Speed","general.diffuse.flows","diffuse.flows","Date","Month","Weekday","Hour","DayOfWeek","Power","Outlier"
"Zone.3..Power.Consumption",2020-08-13 17:21:50,21.61,52.18,4.904,0.084,0.126,2020-08-13,"Aug","Thu",17,"Thu",35276.23824,TRUE
"Zone.3..Power.Consumption",2020-07-03 17:20:30,24.84,81.1,4.92,5.035,4.027,2020-07-03,"Jul","Fri",17,"Fri",35283.01255,TRUE
"Zone.3..Power.Consumption",2020-08-22 17:20:10,22.93,49.85,4.931,0.804,0.674,2020-08-22,"Aug","Sat",17,"Sat",35312.3511,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:21:10,26.53,78.2,4.922,0.084,0.115,2020-07-06,"Jul","Mon",17,"Mon",35313.13808,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:21:30,26.15,79.5,4.924,0.088,0.1,2020-07-06,"Jul","Mon",17,"Mon",35313.13808,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:22:30,24.9,79.3,4.905,0.102,0.093,2020-07-08,"Jul","Wed",17,"Wed",35313.13808,TRUE
"Zone.3..Power.Consumption",2020-07-27 17:00:00,27.44,45.12,4.907,0.084,0.126,2020-07-27,"Jul","Mon",17,"Mon",35319.16318,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:22:30,25.98,84.2,4.908,0.08,0.156,2020-08-05,"Aug","Wed",17,"Wed",35330.40752,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:21:40,25.29,82.7,4.924,0.084,0.089,2020-07-05,"Jul","Sun",17,"Sun",35331.21339,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:21:00,26.74,77,4.922,0.157,0.137,2020-07-06,"Jul","Mon",17,"Mon",35337.23849,TRUE
"Zone.3..Power.Consumption",2020-07-16 17:23:30,25.88,83.3,4.916,0.077,0.115,2020-07-16,"Jul","Thu",17,"Thu",35337.23849,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:18:50,36.68,26.88,4.908,202.5,206.1,2020-07-26,"Jul","Sun",17,"Sun",35337.23849,TRUE
"Zone.3..Power.Consumption",2020-08-23 17:19:20,25.28,55.75,4.902,56,62.67,2020-08-23,"Aug","Sun",17,"Sun",35342.44514,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:21:20,27.16,48.37,4.923,0.102,0.082,2020-07-01,"Jul","Wed",17,"Wed",35349.2887,TRUE
"Zone.3..Power.Consumption",2020-07-02 17:20:20,25.09,80.5,4.922,14.31,11.87,2020-07-02,"Jul","Thu",17,"Thu",35355.31381,TRUE
"Zone.3..Power.Consumption",2020-07-02 17:20:30,24.96,81.1,4.919,6.786,5.695,2020-07-02,"Jul","Thu",17,"Thu",35355.31381,TRUE
"Zone.3..Power.Consumption",2020-07-29 17:23:00,24.9,62.92,4.903,0.099,0.115,2020-07-29,"Jul","Wed",17,"Wed",35355.31381,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:22:30,26.3,82.9,4.908,0.048,0.13,2020-08-01,"Aug","Sat",17,"Sat",35360.50157,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:23:20,24.21,85.5,4.914,0.055,0.122,2020-07-13,"Jul","Mon",17,"Mon",35367.36402,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:19:10,32.76,27.31,4.907,70.7,56.94,2020-08-10,"Aug","Mon",17,"Mon",35372.53918,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:22:00,23.78,62.65,0.07,0.091,0.104,2020-08-17,"Aug","Mon",17,"Mon",35372.53918,TRUE
"Zone.3..Power.Consumption",2020-07-03 17:20:20,24.91,80.5,4.92,13.12,10.62,2020-07-03,"Jul","Fri",17,"Fri",35373.38912,TRUE
"Zone.3..Power.Consumption",2020-07-04 17:20:00,25.15,78.5,4.925,28.59,24.5,2020-07-04,"Jul","Sat",17,"Sat",35373.38912,TRUE
"Zone.3..Power.Consumption",2020-07-02 17:20:40,24.88,82,4.922,2.362,1.938,2020-07-02,"Jul","Thu",17,"Thu",35379.41423,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:22:20,28.89,53.58,4.906,0.091,0.111,2020-08-09,"Aug","Sun",17,"Sun",35396.61442,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:23:00,23.83,71.8,4.906,0.113,0.07,2020-07-11,"Jul","Sat",17,"Sat",35397.48954,TRUE
"Zone.3..Power.Consumption",2020-07-18 17:19:10,32.96,27.21,4.922,164.1,174.3,2020-07-18,"Jul","Sat",17,"Sat",35403.51464,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:21:50,29.3,52.38,4.907,0.106,0.1,2020-08-09,"Aug","Sun",17,"Sun",35408.65204,TRUE
"Zone.3..Power.Consumption",2020-07-02 17:20:10,25.2,79.8,4.918,25.9,21.94,2020-07-02,"Jul","Thu",17,"Thu",35409.53975,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:22:40,26.7,85.3,4.909,0.099,0.137,2020-08-08,"Aug","Sat",17,"Sat",35414.67085,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:22:20,24.94,88.5,4.92,0.091,0.1,2020-08-19,"Aug","Wed",17,"Wed",35426.70846,TRUE
"Zone.3..Power.Consumption",2020-07-30 17:22:50,23.58,61.89,4.912,0.073,0.104,2020-07-30,"Jul","Thu",17,"Thu",35427.61506,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:22:10,25.24,84.4,4.905,0.044,0.17,2020-08-04,"Aug","Tue",17,"Tue",35444.76489,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:22:10,23.05,61.02,4.909,0.102,0.059,2020-08-15,"Aug","Sat",17,"Sat",35450.7837,TRUE
"Zone.3..Power.Consumption",2020-07-04 17:20:50,24.75,80.3,4.918,0.563,0.463,2020-07-04,"Jul","Sat",17,"Sat",35457.74059,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:21:20,31.19,35.85,4.921,0.099,0.063,2020-07-07,"Jul","Tue",17,"Tue",35457.74059,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:21:10,25.82,58.93,4.906,0.084,0.085,2020-08-02,"Aug","Sun",17,"Sun",35462.82132,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:21:40,21.77,51.85,4.905,0.117,0.078,2020-08-13,"Aug","Thu",17,"Thu",35462.82132,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:19:50,28.17,65.9,4.928,61.46,59.96,2020-07-06,"Jul","Mon",17,"Mon",35463.76569,TRUE
"Zone.3..Power.Consumption",2020-07-18 17:23:40,26.42,42.85,4.92,0.095,0.137,2020-07-18,"Jul","Sat",17,"Sat",35463.76569,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:21:20,23.28,50.13,4.908,0.11,0.059,2020-08-14,"Aug","Fri",17,"Fri",35480.87774,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:21:20,26.35,79,4.917,0.073,0.126,2020-07-06,"Jul","Mon",17,"Mon",35493.89121,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:21:00,31.69,35.85,4.915,0.11,0.122,2020-07-07,"Jul","Tue",17,"Tue",35493.89121,TRUE
"Zone.3..Power.Consumption",2020-07-14 17:23:20,25.45,80.7,4.916,0.088,0.137,2020-07-14,"Jul","Tue",17,"Tue",35493.89121,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:22:20,28.9,31.34,4.91,0.084,0.078,2020-08-10,"Aug","Mon",17,"Mon",35498.93417,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:21:10,27.34,46.96,4.92,0.088,0.078,2020-07-01,"Jul","Wed",17,"Wed",35499.91632,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:21:50,30.17,25.94,4.908,0.084,0.1,2020-08-11,"Aug","Tue",17,"Tue",35504.95298,TRUE
"Zone.3..Power.Consumption",2020-08-21 17:19:30,25.54,55.12,4.919,44.81,50.41,2020-08-21,"Aug","Fri",17,"Fri",35504.95298,TRUE
"Zone.3..Power.Consumption",2020-08-21 17:19:40,25.12,55.85,4.922,22.83,23.43,2020-08-21,"Aug","Fri",17,"Fri",35510.97179,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:21:10,31.3,36.15,4.92,0.08,0.1,2020-07-07,"Jul","Tue",17,"Tue",35517.99163,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:00:10,25.15,79.7,4.903,0.095,0.119,2020-07-28,"Jul","Tue",17,"Tue",35517.99163,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:22:50,26.88,46.95,4.912,0.088,0.104,2020-07-28,"Jul","Tue",17,"Tue",35524.01674,TRUE
"Zone.3..Power.Consumption",2020-08-21 17:19:50,24.81,56.95,4.924,7.73,6.465,2020-08-21,"Aug","Fri",17,"Fri",35535.04702,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:20:50,26.88,74.8,4.926,0.614,0.496,2020-07-06,"Jul","Mon",17,"Mon",35542.09205,TRUE
"Zone.3..Power.Consumption",2020-08-23 17:20:20,24.2,60.89,4.902,0.164,0.122,2020-08-23,"Aug","Sun",17,"Sun",35547.08464,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:22:10,24.35,45.42,4.903,0.091,0.067,2020-08-12,"Aug","Wed",17,"Wed",35553.10345,TRUE
"Zone.3..Power.Consumption",2020-07-21 17:23:30,28.89,27.44,4.91,0.121,0.093,2020-07-21,"Jul","Tue",17,"Tue",35566.19247,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:22:00,29.08,53.32,4.904,0.121,0.078,2020-08-09,"Aug","Sun",17,"Sun",35583.19749,TRUE
"Zone.3..Power.Consumption",2020-08-23 17:19:30,25.14,56.29,4.902,38.04,42.21,2020-08-23,"Aug","Sun",17,"Sun",35589.2163,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:19:30,27.8,57.66,4.91,108.4,112.3,2020-07-11,"Jul","Sat",17,"Sat",35608.3682,TRUE
"Zone.3..Power.Consumption",2020-07-24 17:00:00,24.43,62.15,4.903,0.102,0.107,2020-07-24,"Jul","Fri",17,"Fri",35608.3682,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:21:30,25.29,82,4.922,0.102,0.104,2020-07-05,"Jul","Sun",17,"Sun",35614.39331,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:22:20,25.97,84.4,4.91,0.062,0.141,2020-08-05,"Aug","Wed",17,"Wed",35619.31034,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:19:00,25.77,83.2,4.92,124.5,107.5,2020-08-19,"Aug","Wed",17,"Wed",35619.31034,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:19:10,27.69,80.2,4.902,60.57,52.88,2020-08-08,"Aug","Sat",17,"Sat",35631.34796,TRUE
"Zone.3..Power.Consumption",2020-07-20 17:23:30,26.94,52.75,0.078,0.084,0.1,2020-07-20,"Jul","Mon",17,"Mon",35650.54393,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:20:50,32.07,34.38,4.918,0.797,0.689,2020-07-07,"Jul","Tue",17,"Tue",35656.56904,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:19:10,27.86,71.7,4.903,80.4,64.54,2020-08-07,"Aug","Fri",17,"Fri",35661.44201,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:22:00,23.11,60.09,4.903,0.077,0.089,2020-08-15,"Aug","Sat",17,"Sat",35661.44201,TRUE
"Zone.3..Power.Consumption",2020-08-22 17:20:00,23.12,46.65,4.933,3.008,2.511,2020-08-22,"Aug","Sat",17,"Sat",35667.46082,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:19:20,26.46,77.9,4.903,87,68.94,2020-08-04,"Aug","Tue",17,"Tue",35679.49843,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:22:00,26.4,63.89,4.902,0.106,0.074,2020-08-03,"Aug","Mon",17,"Mon",35685.51724,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:21:40,29.5,50.92,4.904,0.08,0.074,2020-08-09,"Aug","Sun",17,"Sun",35685.51724,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:22:00,25.32,84.1,4.901,0.051,0.17,2020-08-04,"Aug","Tue",17,"Tue",35691.53605,TRUE
"Zone.3..Power.Consumption",2020-07-04 17:20:40,24.81,80,4.922,2.486,2.012,2020-07-04,"Jul","Sat",17,"Sat",35692.71967,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:21:10,23.24,52.46,4.906,0.084,0.082,2020-08-14,"Aug","Fri",17,"Fri",35697.55486,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:22:10,24.99,88.5,4.917,0.073,0.133,2020-08-19,"Aug","Wed",17,"Wed",35697.55486,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:20:00,33.74,30.15,4.919,27.17,25.41,2020-07-07,"Jul","Tue",17,"Tue",35704.76987,TRUE
"Zone.3..Power.Consumption",2020-07-04 17:20:30,24.9,79.4,4.923,7.43,5.924,2020-07-04,"Jul","Sat",17,"Sat",35716.82008,TRUE
"Zone.3..Power.Consumption",2020-08-18 17:22:00,24.2,78.6,0.068,0.084,0.096,2020-08-18,"Aug","Tue",17,"Tue",35721.63009,TRUE
"Zone.3..Power.Consumption",2020-07-31 17:22:40,25.25,70.7,4.906,0.099,0.078,2020-07-31,"Jul","Fri",17,"Fri",35728.87029,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:22:30,26.77,85.2,4.907,0.077,0.122,2020-08-08,"Aug","Sat",17,"Sat",35733.66771,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:21:30,29.63,50.48,4.902,0.099,0.115,2020-08-09,"Aug","Sun",17,"Sun",35733.66771,TRUE
"Zone.3..Power.Consumption",2020-07-23 17:00:00,26.45,32.51,4.908,0.091,0.111,2020-07-23,"Jul","Thu",17,"Thu",35734.8954,TRUE
"Zone.3..Power.Consumption",2020-07-04 17:20:10,24.97,79.2,4.92,19.41,16.16,2020-07-04,"Jul","Sat",17,"Sat",35740.9205,TRUE
"Zone.3..Power.Consumption",2020-08-16 17:22:00,22.79,62.78,0.07,0.091,0.096,2020-08-16,"Aug","Sun",17,"Sun",35757.74295,TRUE
"Zone.3..Power.Consumption",2020-07-19 17:23:30,28.68,41.45,4.914,0.099,0.107,2020-07-19,"Jul","Sun",17,"Sun",35765.02092,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:22:10,29.08,31.28,4.908,0.077,0.033,2020-08-10,"Aug","Mon",17,"Mon",35775.79937,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:19:50,29.4,41.93,4.921,64.68,62.02,2020-07-01,"Jul","Wed",17,"Wed",35777.07113,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:22:10,29,53.48,4.907,0.077,0.107,2020-08-09,"Aug","Sun",17,"Sun",35781.81818,TRUE
"Zone.3..Power.Consumption",2020-08-23 17:19:50,24.68,58.49,4.903,6.963,5.915,2020-08-23,"Aug","Sun",17,"Sun",35781.81818,TRUE
"Zone.3..Power.Consumption",2020-08-21 17:19:20,25.83,54.65,4.929,66.04,74.7,2020-08-21,"Aug","Fri",17,"Fri",35787.83699,TRUE
"Zone.3..Power.Consumption",2020-08-23 17:19:40,24.99,57.39,4.9,18.07,17.58,2020-08-23,"Aug","Sun",17,"Sun",35787.83699,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:21:40,29.93,25.44,4.905,0.088,0.081,2020-08-11,"Aug","Tue",17,"Tue",35793.8558,TRUE
"Zone.3..Power.Consumption",2020-08-23 17:20:10,24.36,59.85,4.901,0.654,0.615,2020-08-23,"Aug","Sun",17,"Sun",35793.8558,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:23:10,24.8,85.6,4.914,0.091,0.144,2020-07-13,"Jul","Mon",17,"Mon",35795.14644,TRUE
"Zone.3..Power.Consumption",2020-07-25 17:00:20,24.1,45.45,4.911,0.099,0.078,2020-07-25,"Jul","Sat",17,"Sat",35801.17155,TRUE
"Zone.3..Power.Consumption",2020-08-23 17:20:00,24.53,59.32,4.901,2.818,2.308,2020-08-23,"Aug","Sun",17,"Sun",35805.89342,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:22:20,26.31,82.9,4.909,0.059,0.1,2020-08-01,"Aug","Sat",17,"Sat",35817.93103,TRUE
"Zone.3..Power.Consumption",2020-07-04 17:20:20,24.9,79.3,4.92,13.04,10.53,2020-07-04,"Jul","Sat",17,"Sat",35819.24686,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:20:00,25.76,79.5,4.923,42.71,38.69,2020-07-05,"Jul","Sun",17,"Sun",35831.29707,TRUE
"Zone.3..Power.Consumption",2020-07-15 17:23:40,26.14,82.6,4.919,0.059,0.133,2020-07-15,"Jul","Wed",17,"Wed",35831.29707,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:22:50,28.04,29.68,4.915,0.099,0.122,2020-07-10,"Jul","Fri",17,"Fri",35855.39749,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:20:40,32.36,33.55,4.917,2.077,1.775,2020-07-07,"Jul","Tue",17,"Tue",35861.42259,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:22:20,25.06,78.7,4.906,0.106,0.122,2020-07-08,"Jul","Wed",17,"Wed",35873.4728,TRUE
"Zone.3..Power.Consumption",2020-07-01 17:21:00,27.42,45.9,4.92,0.194,0.174,2020-07-01,"Jul","Wed",17,"Wed",35879.49791,TRUE
"Zone.3..Power.Consumption",2020-07-09 17:22:40,24.9,55.49,4.918,0.117,0.096,2020-07-09,"Jul","Thu",17,"Thu",35879.49791,TRUE
"Zone.3..Power.Consumption",2020-07-11 17:22:50,23.73,71.3,4.913,0.084,0.093,2020-07-11,"Jul","Sat",17,"Sat",35885.52301,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:22:10,27.71,74.3,4.906,0.135,0.063,2020-08-06,"Aug","Thu",17,"Thu",35896.17555,TRUE
"Zone.3..Power.Consumption",2020-08-07 17:22:40,26.61,85.9,4.912,0.121,0.122,2020-08-07,"Aug","Fri",17,"Fri",35896.17555,TRUE
"Zone.3..Power.Consumption",2020-08-12 17:22:00,24.59,44.05,4.902,0.08,0.067,2020-08-12,"Aug","Wed",17,"Wed",35902.19436,TRUE
"Zone.3..Power.Consumption",2020-08-17 17:21:50,24,61.95,0.07,0.077,0.096,2020-08-17,"Aug","Mon",17,"Mon",35902.19436,TRUE
"Zone.3..Power.Consumption",2020-07-24 17:19:20,30.08,36.85,4.905,131.2,144.9,2020-07-24,"Jul","Fri",17,"Fri",35903.59833,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:20:30,32.65,33.11,4.916,3.7,3.16,2020-07-07,"Jul","Tue",17,"Tue",35909.62343,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:21:20,25.24,82,4.923,0.08,0.111,2020-07-05,"Jul","Sun",17,"Sun",35915.64854,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:23:00,24.28,83.7,4.907,0.073,0.163,2020-07-12,"Jul","Sun",17,"Sun",35915.64854,TRUE
"Zone.3..Power.Consumption",2020-07-18 17:23:30,26.62,42.85,4.92,0.08,0.178,2020-07-18,"Jul","Sat",17,"Sat",35915.64854,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:20:00,27.98,66.37,4.919,37.27,35.37,2020-07-06,"Jul","Mon",17,"Mon",35933.72385,TRUE
"Zone.3..Power.Consumption",2020-08-09 17:21:20,29.61,50.48,4.906,0.121,0.052,2020-08-09,"Aug","Sun",17,"Sun",35938.30721,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:20:10,33.36,31.18,4.917,18.21,16.46,2020-07-07,"Jul","Tue",17,"Tue",35945.77406,TRUE
"Zone.3..Power.Consumption",2020-07-16 17:23:20,25.87,83.9,4.916,0.044,0.152,2020-07-16,"Jul","Thu",17,"Thu",35963.84937,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:21:00,25.65,84.2,4.918,0.084,0.122,2020-08-20,"Aug","Thu",17,"Thu",35980.43887,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:20:40,27.17,73,4.922,2.095,1.775,2020-07-06,"Jul","Mon",17,"Mon",35981.92469,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:21:10,25.28,81.9,4.926,0.084,0.119,2020-07-05,"Jul","Sun",17,"Sun",35987.94979,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:20:10,25.65,80,4.92,26.34,22.95,2020-07-05,"Jul","Sun",17,"Sun",36000,TRUE
"Zone.3..Power.Consumption",2020-07-30 17:22:40,23.53,62.72,4.909,0.099,0.082,2020-07-30,"Jul","Thu",17,"Thu",36000,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:21:00,25.91,56.86,4.904,0.084,0.107,2020-08-02,"Aug","Sun",17,"Sun",36004.51411,TRUE
"Zone.3..Power.Consumption",2020-07-28 17:22:40,26.85,47.32,4.909,0.088,0.107,2020-07-28,"Jul","Tue",17,"Tue",36018.07531,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:22:10,26.36,82.7,4.908,0.091,0.126,2020-08-01,"Aug","Sat",17,"Sat",36022.57053,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:22:10,25.96,84.7,4.907,0.088,0.156,2020-08-05,"Aug","Wed",17,"Wed",36022.57053,TRUE
"Zone.3..Power.Consumption",2020-08-08 17:22:20,26.77,85.1,4.907,0.088,0.104,2020-08-08,"Aug","Sat",17,"Sat",36046.64577,TRUE
"Zone.3..Power.Consumption",2020-08-13 17:21:30,21.81,51.85,4.903,0.099,0.107,2020-08-13,"Aug","Thu",17,"Thu",36046.64577,TRUE
"Zone.3..Power.Consumption",2020-08-19 17:22:00,25.03,88.4,4.92,0.077,0.107,2020-08-19,"Aug","Wed",17,"Wed",36046.64577,TRUE
"Zone.3..Power.Consumption",2020-07-29 17:22:50,25.15,61.55,4.909,0.106,0.096,2020-07-29,"Jul","Wed",17,"Wed",36048.20084,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:23:50,27.6,45.15,4.911,0.066,0.137,2020-07-26,"Jul","Sun",17,"Sun",36054.22594,TRUE
"Zone.3..Power.Consumption",2020-08-10 17:22:00,29.41,30.64,4.904,0.077,0.096,2020-08-10,"Aug","Mon",17,"Mon",36064.70219,TRUE
"Zone.3..Power.Consumption",2020-08-04 17:21:50,25.41,83.8,4.907,0.051,0.093,2020-08-04,"Aug","Tue",17,"Tue",36070.721,TRUE
"Zone.3..Power.Consumption",2020-08-22 17:19:20,24.01,42.01,4.938,64.44,75.8,2020-08-22,"Aug","Sat",17,"Sat",36070.721,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:20:20,25.55,80.5,4.919,13.23,10.73,2020-07-05,"Jul","Sun",17,"Sun",36078.32636,TRUE
"Zone.3..Power.Consumption",2020-07-27 17:18:50,28.38,61.65,4.908,181.2,172.5,2020-07-27,"Jul","Mon",17,"Mon",36078.32636,TRUE
"Zone.3..Power.Consumption",2020-07-21 17:23:20,29.35,26.64,4.909,0.095,0.115,2020-07-21,"Jul","Tue",17,"Tue",36084.35146,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:00:00,22.7,75.1,4.904,0.073,0.119,2020-07-26,"Jul","Sun",17,"Sun",36108.45188,TRUE
"Zone.3..Power.Consumption",2020-08-02 17:19:40,27.95,49.89,4.903,55.99,48.74,2020-08-02,"Aug","Sun",17,"Sun",36112.85266,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:21:00,25.29,82,4.918,0.102,0.115,2020-07-05,"Jul","Sun",17,"Sun",36114.47699,TRUE
"Zone.3..Power.Consumption",2020-07-07 17:20:20,33.03,32.05,4.922,9.32,8.09,2020-07-07,"Jul","Tue",17,"Tue",36114.47699,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:21:30,29.66,26.51,4.908,0.088,0.074,2020-08-11,"Aug","Tue",17,"Tue",36124.89028,TRUE
"Zone.3..Power.Consumption",2020-07-12 17:19:30,28.25,57.1,4.909,107.3,110.8,2020-07-12,"Jul","Sun",17,"Sun",36126.5272,TRUE
"Zone.3..Power.Consumption",2020-07-26 17:19:00,36.71,20.24,4.907,175.6,179.9,2020-07-26,"Jul","Sun",17,"Sun",36132.5523,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:20:30,25.45,81,4.92,5.561,4.416,2020-07-05,"Jul","Sun",17,"Sun",36138.57741,TRUE
"Zone.3..Power.Consumption",2020-07-08 17:22:10,25.21,77.8,4.903,0.121,0.07,2020-07-08,"Jul","Wed",17,"Wed",36138.57741,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:20:50,25.33,81.7,4.924,0.41,0.27,2020-07-05,"Jul","Sun",17,"Sun",36156.65272,TRUE
"Zone.3..Power.Consumption",2020-08-15 17:21:50,23.24,60.09,4.908,0.095,0.089,2020-08-15,"Aug","Sat",17,"Sat",36161.00313,TRUE
"Zone.3..Power.Consumption",2020-07-17 17:23:20,26.93,46.12,4.924,0.106,0.096,2020-07-17,"Jul","Fri",17,"Fri",36162.67782,TRUE
"Zone.3..Power.Consumption",2020-07-25 17:19:00,28.69,47.62,4.909,178.9,189.4,2020-07-25,"Jul","Sat",17,"Sat",36162.67782,TRUE
"Zone.3..Power.Consumption",2020-08-20 17:20:50,25.67,84.1,4.926,0.073,0.152,2020-08-20,"Aug","Thu",17,"Thu",36173.04075,TRUE
"Zone.3..Power.Consumption",2020-08-06 17:22:00,27.96,75.6,4.902,0.11,0.089,2020-08-06,"Aug","Thu",17,"Thu",36185.07837,TRUE
"Zone.3..Power.Consumption",2020-08-22 17:19:30,23.8,43.34,4.928,43.55,51.22,2020-08-22,"Aug","Sat",17,"Sat",36185.07837,TRUE
"Zone.3..Power.Consumption",2020-07-05 17:20:40,25.33,81.6,4.922,1.898,1.482,2020-07-05,"Jul","Sun",17,"Sun",36186.77824,TRUE
"Zone.3..Power.Consumption",2020-08-03 17:21:50,26.54,63.69,4.906,0.102,0.07,2020-08-03,"Aug","Mon",17,"Mon",36197.11599,TRUE
"Zone.3..Power.Consumption",2020-08-05 17:19:20,26.92,80.1,4.902,49.34,38.16,2020-08-05,"Aug","Wed",17,"Wed",36197.11599,TRUE
"Zone.3..Power.Consumption",2020-08-11 17:19:20,33.54,13.6,4.904,69.38,62.93,2020-08-11,"Aug","Tue",17,"Tue",36197.11599,TRUE
"Zone.3..Power.Consumption",2020-08-22 17:19:50,23.28,45.15,4.932,7.14,6.03,2020-08-22,"Aug","Sat",17,"Sat",36203.1348,TRUE
"Zone.3..Power.Consumption",2020-08-01 17:22:00,26.39,82.6,4.905,0.073,0.082,2020-08-01,"Aug","Sat",17,"Sat",36209.15361,TRUE
"Zone.3..Power.Consumption",2020-08-16 17:21:50,22.91,62.34,0.07,0.113,0.078,2020-08-16,"Aug","Sun",17,"Sun",36209.15361,TRUE
"Zone.3..Power.Consumption",2020-07-14 17:23:10,25.47,80.5,4.912,0.08,0.093,2020-07-14,"Jul","Tue",17,"Tue",36210.87866,TRUE
"Zone.3..Power.Consumption",2020-08-22 17:19:40,23.51,44.61,4.929,21.11,22.35,2020-08-22,"Aug","Sat",17,"Sat",36233.22884,TRUE
"Zone.3..Power.Consumption",2020-08-14 17:21:00,23.32,52.53,4.902,0.102,0.048,2020-08-14,"Aug","Fri",17,"Fri",36239.24765,TRUE
"Zone.3..Power.Consumption",2020-07-10 17:22:40,28.19,29.88,4.915,0.091,0.104,2020-07-10,"Jul","Fri",17,"Fri",36241.00418,TRUE
"Zone.3..Power.Consumption",2020-07-13 17:23:00,24.86,85.5,4.909,0.051,0.174,2020-07-13,"Jul","Mon",17,"Mon",36247.02929,TRUE
"Zone.3..Power.Consumption",2020-07-06 17:20:30,27.4,70.4,4.926,5.792,4.902,2020-07-06,"Jul","Mon",17,"Mon",36253.05439,TRUE
